split,utterance_id,text,token,source,offset
train,train-YH-868_SP04_0349882_0350337-af9915d18750,ɔMjoR,˥,R,4
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˥,F,2
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˧,F,2
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˧,M,5
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,N,N,10
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˧,M,11
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˥,F,16
train,train-YH-999_SP07_4872375_4872978-6fe8ab4d6b79,kiFkiM pʰiNMtʂɔŋF,˧,F,16
train,train-YH-868_SP06_0355288_0356043-fe0455920fb3,haH tʂawMtʰaMkiNM,˥,H,2
train,train-YH-868_SP06_0355288_0356043-fe0455920fb3,haH tʂawMtʰaMkiNM,˧,M,8
train,train-YH-868_SP06_0355288_0356043-fe0455920fb3,haH tʂawMtʰaMkiNM,˧,M,12
train,train-YH-868_SP06_0355288_0356043-fe0455920fb3,haH tʂawMtʰaMkiNM,N,N,15
train,train-YH-868_SP06_0355288_0356043-fe0455920fb3,haH tʂawMtʰaMkiNM,˧,M,16
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,6
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,13
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,13
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,17
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,H,21
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,25
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,25
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,28
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,32
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,36
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,36
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,39
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,43
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,47
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,47
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,51
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,51
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,54
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,58
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,M,63
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˥,F,67
train,train-YH-868_SP04_1897519_1899744-10495a4d4b80,tɕʰjawMtɕʰjawF ɦaMpaɹH həFtəMtɕiM kɨFtəM ɦaMpaɹF kɨFtəM ɦaMkʰwaMlaɹF,˧,F,67
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,R,4
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˥,R,4
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˥,F,9
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,F,9
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,M,12
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,M,17
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,M,20
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˥,F,24
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,F,24
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˥,F,28
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,F,28
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,M,31
train,train-YH-999_SP07_1779261_1780730-4971048cb75a,kʰəɹR tʰɛFkiM həɹMlyMtʰaF puFkiM tɕʰiM,˧,M,37
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˥,H,5
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,11
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,15
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˥,F,18
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,F,18
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,22
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,25
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,28
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,31
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,N,N,34
train,train-YH-868_SP06_1342313_1343727-35ab6eadbb30,tswaŋHtswaŋM kɔMkɔF hɛMlyMqaMtiMwæNM,˧,M,35
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,N,N,3
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,˧,M,4
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,˧,M,7
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,˧,M,13
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,˧,R,19
train,train-YH-999_SP08_5044038_5044878-e59d10cd9fec,tsəNMləMtɕʰjæM tɕəwR,˥,R,19
train,train-YH-999_SP07_1401286_1402133-8a9f0af213a8,aMkwaMtujF,˧,M,1
train,train-YH-999_SP07_1401286_1402133-8a9f0af213a8,aMkwaMtujF,˧,M,5
train,train-YH-999_SP07_1401286_1402133-8a9f0af213a8,aMkwaMtujF,˥,F,9
train,train-YH-999_SP07_1401286_1402133-8a9f0af213a8,aMkwaMtujF,˧,F,9
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˧,M,3
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˥,F,8
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˧,F,8
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˧,R,12
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˥,R,12
train,train-YH-999_SP07_3125342_3125956-ec132a0fcad6,tɔŋMtʰjæF awR næM,˧,M,16
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,M,1
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˥,F,5
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,F,5
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,M,10
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˥,F,13
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,F,13
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,M,16
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˥,F,20
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,F,20
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,M,25
train,train-YH-999_SP07_6917232_6918337-992bc80e4db3,ɛMtɕiF tsɨMkaF ɛMkɛjF tajMtiM,˧,M,28
train,train-YH-758_SP01_2409788_2410275-3aa27007179d,əNM,N,N,1
train,train-YH-758_SP01_2409788_2410275-3aa27007179d,əNM,˧,M,2
train,train-YH-999_SP07_5851767_5852389-5d3150029fac,ɕjawMtɛMpɔR,˧,M,4
train,train-YH-999_SP07_5851767_5852389-5d3150029fac,ɕjawMtɛMpɔR,˧,M,7
train,train-YH-999_SP07_5851767_5852389-5d3150029fac,ɕjawMtɛMpɔR,˧,R,10
train,train-YH-999_SP07_5851767_5852389-5d3150029fac,ɕjawMtɛMpɔR,˥,R,10
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,N,N,2
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,˧,M,3
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,˥,F,6
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,˧,F,6
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,˧,M,11
train,train-YH-999_SP07_3801482_3802347-b4b0eb27aa07,səNMjæF jəwMjawM,˧,M,15
train,train-YH-868_SP04_2355239_2355656-1b1236b47424,ɛjF,˥,F,2
train,train-YH-868_SP04_2355239_2355656-1b1236b47424,ɛjF,˧,F,2
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˧,R,3
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˥,R,3
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˧,M,9
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˧,M,12
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˧,M,15
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˧,M,19
train,train-YH-999_SP07_0220444_0221934-8972a63b89fb,jəwR kʰwɛMtaMlɔM jiMpʰɛjH,˥,H,24
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,1
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,4
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,7
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,10
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,13
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˥,F,18
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,F,18
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,21
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,N,N,24
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,25
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,M,28
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˥,F,33
train,train-YH-868_SP06_1095508_1097029-4337f1413216,aMwuMnæMwuMnæM jəwFjæMwuNM ɔM jəwF,˧,F,33
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˥,F,3
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,F,3
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,M,7
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,M,10
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,M,16
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,N,N,20
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˥,F,21
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,F,21
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,M,24
train,train-YH-999_SP08_5277388_5278504-5950d5a22bdd,jəwF jiMkɛM pjawMtʂuNFtɛMmaM,˧,M,27
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˥,F,2
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,F,2
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,M,7
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,M,12
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˥,F,15
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,F,15
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˥,F,19
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,F,19
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,M,22
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,M,27
train,train-YH-868_SP06_0619130_0620160-31f581fa65ed,bɛFtɕjɛM hajMʂɨF kɨFtəM wujMtiM,˧,M,30
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˧,R,4
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˥,R,4
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˧,M,9
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˥,F,13
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˧,F,13
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˧,M,16
train,train-YH-868_SP05_1462475_1463585-6ff469793dd9,tɕəwR məɹMʂəɹFwaMtɕiM,˧,M,20
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,M,1
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˥,F,5
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,F,5
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,M,8
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˥,F,11
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,F,11
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,M,14
train,train-YH-868_SP06_3658335_3659481-594f5c1e895a,æMkɛjF aMsaFqaMtɛjM,˧,M,18
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˧,M,1
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˧,R,4
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˥,R,4
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˧,M,8
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˥,H,11
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˥,F,15
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˧,F,15
train,train-YH-868_SP04_0529700_0531663-3dc06c466779,ɛMsɨR muMqaH kɨFtajM,˧,M,19
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˥,F,2
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,F,2
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,5
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˥,H,10
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,14
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,18
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˥,F,22
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,F,22
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,25
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,28
train,train-YH-868_SP06_3145013_3146470-21fe1d95467f,muFtəM ɕjæHsənM kɨMʂəɹFjɛMnaM tɕəwM,˧,M,34
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,N,N,2
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,3
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˥,F,7
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,F,7
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,N,N,10
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,11
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,15
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˥,F,18
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,F,18
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˥,F,22
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,F,22
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,25
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,31
train,train-YH-999_SP07_2476130_2477603-5df13dccad27,ʂəNMtsɨF əNMtsɨMkɨF hɛFkiM tɕəwMʂɨM,˧,M,34
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,M,2
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˥,F,6
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,F,6
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,M,9
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,M,12
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,M,16
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˧,R,22
train,train-YH-999_SP08_1687747_1688646-4fab0db95866,taMtsɛFsɨMtɛM tuM tɕəwR,˥,R,22
